session,latency_ms,bandwidth_kb
1,115.70,370.67
2,112.08,375.07
3,114.47,374.78
4,115.04,374.91
5,144.57,375.24
6,115.66,375.22
7,115.36,375.87
8,143.53,375.17
9,121.16,375.99
10,117.71,375.71
11,119.37,375.03
12,113.81,376.38
13,120.01,375.13
14,121.02,375.37
15,106.91,375.81
16,108.01,375.16
17,113.04,375.70
18,114.11,375.36
19,113.44,374.64
20,107.48,374.83
21,110.40,375.60
22,109.97,375.24
23,107.91,375.36
24,108.76,375.68
25,108.16,375.48
26,106.94,374.12
27,112.03,375.09
28,109.96,374.78
29,110.30,375.44
30,108.64,374.60
31,108.82,374.79
32,111.68,374.78
33,110.64,374.18
34,112.29,376.02
35,108.61,376.25
36,110.96,374.92
37,110.26,375.68
38,109.41,375.09
39,111.53,376.02
40,111.24,375.09
41,107.92,376.24
42,108.93,375.48
43,113.00,375.29
44,109.67,375.67
45,110.86,375.29
46,108.79,375.83
47,110.80,374.52
48,108.12,375.78
49,112.73,374.90
50,111.12,374.97
51,111.06,374.52
52,127.06,376.01
53,111.99,374.90
54,119.80,375.56
55,116.45,376.24
56,113.57,374.62
57,112.83,375.93
58,111.23,375.60
59,113.36,374.58
60,114.46,376.07
61,115.88,374.82
62,114.13,374.77
63,110.69,375.88
64,111.93,374.20
65,111.08,375.67
66,111.60,374.75
67,110.54,376.48
68,111.07,375.02
69,110.25,375.68
70,111.52,375.26
71,117.13,375.40
72,114.14,374.82
73,111.38,375.41
74,110.83,375.72
75,112.33,375.16
76,109.04,374.96
77,111.82,375.62
78,118.28,376.07
79,125.21,375.40
80,121.56,376.05
81,115.22,374.38
82,159.77,375.87
83,111.16,373.93
84,112.68,375.62
85,115.04,374.97
86,120.27,375.41
87,124.14,376.77
88,112.82,375.08
89,115.48,374.54
90,109.47,375.68
91,115.67,374.38
92,113.36,375.23
93,112.91,375.59
94,115.60,374.52
95,112.26,375.80
96,130.38,375.05
97,110.14,375.82
98,113.72,374.91
99,113.47,376.10
100,114.38,374.07
