session,latency_ms,bandwidth_kb
1,1760.86,37281.08
2,1770.87,37290.05
3,2487.05,37287.22
4,1778.93,37284.72
5,1818.02,37288.73
6,1841.47,37296.35
7,1876.26,37297.86
8,1875.69,37282.35
9,1893.31,37284.96
10,2268.89,37306.09
11,1878.02,37292.70
12,1927.14,37293.99
13,1903.18,37293.29
14,1922.47,37299.63
15,1947.46,37302.91
16,1982.91,37298.75
17,1979.85,37287.53
18,1947.19,37307.12
19,1981.03,37302.82
20,1982.87,37307.11
21,1999.73,37319.36
22,1994.45,37309.61
23,2011.81,37296.88
24,2019.30,37299.97
25,2022.77,37298.34
26,2032.63,37308.13
27,2167.39,37298.67
28,2032.66,37311.46
29,2033.02,37317.72
30,2061.90,37306.69
31,2068.37,37310.79
32,2050.13,37305.72
33,2050.40,37299.64
34,2049.68,37315.38
35,2103.86,37333.01
36,2114.52,37328.40
37,2268.01,37322.60
38,2181.40,37329.55
39,2076.95,37307.00
40,2095.68,37310.64
41,2078.63,37311.48
42,2101.37,37309.98
43,2070.72,37306.55
44,2127.34,37311.27
45,2074.09,37315.33
46,2127.67,37320.83
47,2106.90,37308.25
48,2119.75,37314.17
49,2080.96,37327.10
50,2106.63,37307.94
51,2124.05,37318.15
52,2104.76,37321.89
53,2114.88,37324.99
54,2103.39,37317.13
55,3066.76,37323.44
56,2041.19,37304.46
57,2095.66,37309.91
58,2097.20,37301.57
59,2103.40,37308.81
60,2137.75,37297.84
61,2160.62,37319.15
62,2104.67,37313.19
63,2141.21,37321.37
64,2127.39,37303.95
65,2171.46,37322.05
66,2120.28,37316.83
67,2142.58,37314.54
68,2141.23,37327.31
69,2128.12,37315.74
70,2129.79,37334.21
71,2166.90,37318.39
72,2165.98,37318.69
73,2151.31,37312.26
74,2134.59,37327.53
75,2152.75,37309.09
76,2130.74,37312.08
77,2146.51,37307.97
78,2136.66,37318.87
79,2148.42,37312.33
80,2142.21,37317.96
81,2147.88,37318.48
82,2151.68,37313.88
83,2263.08,37323.29
84,2730.69,37325.18
85,2230.65,37322.82
86,2142.47,37326.36
87,2135.92,37313.73
88,2136.99,37322.83
89,2133.09,37322.04
90,2136.39,37305.50
91,2162.02,37321.82
92,2185.44,37315.25
93,2147.21,37311.51
94,2156.96,37318.40
95,2143.41,37329.46
96,2157.22,37305.90
97,2161.63,37320.77
98,2153.10,37314.17
99,2129.47,37309.22
100,2243.62,37305.87
